id,genre,distance,dept,population,naissance,groupe,sp_2019,sp_2020,sp_2021,pc_2019,pc_2020,pc_2021,ih_2019,ih_2020,ih_2021,ic_2019,ic_2020,ic_2021,ap_2019,ap_2020,ap_2021,qe_2019,qe_2020,qe_2021,tor_2020,tor_2021,R0_2021,incid_2021,diffact_sansap_c2,diffact_sansap_c1,diffact_ap_c2,diffact_ap_c1
26,F,397,67,1147474,1964,LT,9,5,5,8,1,0,4,17,6,4,0,0,56,47,16,2,0,1,0.926480683150818,0.716473002659267,0.885882352941176,163.153004788172,-0.488888888888889,-0.549019607843137,-0.526455026455026,-0.57665832290363
27,H,204,59,2598299,1961,SOC,12,7,0,20,2,0,32,16,0,38,0,0,0,3,0,4,9,4,0.584143642727381,1.14755609564492,0.855882352941176,235.345193702304,-0.8,-0.888888888888889,-0.8,-0.911111111111111
28,H,201,14,692839,1947,LREM,7,2,3,7,2,0,0,0,1,9,1,0,0,0,1,0,0,6,0.298311731950845,0.675793010752688,0.895294117647059,139.237910007239,-0.857142857142857,-0.5,-0.857142857142857,-0.5
29,H,400,56,763103,1962,LT,15,9,6,33,8,0,123,39,57,115,5,0,144,38,60,19,23,12,0.268914158654302,0.497061263772733,0.920588235294118,110.513178200184,-0.701001283697048,-0.470011148272018,-0.681389958636429,-0.295184728823173
30,H,595,34,1196633,1967,AE,11,6,5,16,5,0,13,3,10,21,1,0,7,0,17,0,14,4,0.265829104201909,0.545100607957897,0.893529411764706,151.932047194061,-0.694055944055944,-0.109523809523809,-0.26953046953047,-0.109523809523809
31,H,661,13,2048395,1988,LREM,15,5,7,42,6,0,43,8,155,45,2,0,101,15,107,6,23,17,0.386057486809591,0.872598761103319,0.83,221.624529690115,0.38093023255814,3.30282608695652,0.327342850564126,3.77457729468599
32,H,365,1,662244,1980,LR,15,17,7,15,24,6,33,109,38,18,3,0,83,0,0,20,12,18,0.509411006597803,0.78410035201108,0.885294117647059,165.845364106325,-0.416363636363636,-0.497922288181328,-0.513636363636364,-0.497922288181328
33,H,201,14,692839,1969,LREM,15,6,6,22,10,0,11,0,1,7,2,0,0,0,0,9,1,2,0.298311731950845,0.675793010752688,0.895294117647059,139.237910007239,-0.857373737373737,-0.25,-0.857373737373737,-0.25
34,H,206,55,179019,1958,LT,16,11,7,38,24,7,72,53,36,181,50,0,342,77,133,5,4,5,0.926480683150818,0.716473002659267,0.885882352941176,162.894034354125,-0.575657894736842,-0.428544882790166,-0.581566764132554,-0.23590861444635
35,F,204,59,2598299,1988,LREM,15,3,5,23,2,0,23,0,6,91,2,0,34,10,32,1,3,2,0.584143642727381,1.14755609564492,0.855882352941176,235.345193702304,-0.481159420289855,-0.416666666666667,-0.410770105143507,0.106666666666667
36,H,661,13,2048395,1959,MODEM,15,6,5,26,8,0,42,8,3,17,2,0,14,33,76,1,2,0,0.386057486809591,0.872598761103319,0.83,221.624529690115,-0.919047619047619,-0.758333333333333,-0.0277777777777778,-0.414772727272727
37,H,198,18,296794,1984,LREM,13,2,4,11,2,2,1,0,2,4,0,0,2,0,51,6,3,12,0.446746885133982,0.788410991636798,0.891176470588235,136.002768875867,-0.102097902097902,1.33333333333333,3.99825174825175,1.33333333333333
38,H,661,13,2048395,1966,LT,14,7,7,17,3,0,123,33,231,30,1,0,123,60,424,4,18,16,0.386057486809591,0.872598761103319,0.83,221.624529690115,0.275609756097561,0.777777777777778,0.637533875338753,1.65925925925926
39,F,343,44,1458768,1973,LREM,14,4,6,20,4,0,4,0,0,5,0,0,22,0,4,3,5,5,0.3447392876238,0.55864522069744,0.896470588235294,132.583863939616,-0.580952380952381,-0.166666666666667,-0.620490620490621,-0.166666666666667
40,H,90,27,595037,1966,LREM,11,10,5,16,8,0,18,8,3,53,2,0,0,0,1,3,3,13,0.298311731950845,0.675793010752688,0.895294117647059,197.509146145311,-0.00909090909090908,0.0416666666666667,-0.00909090909090908,0.0416666666666667
41,F,246,53,305424,1979,MODEM,16,5,6,52,9,0,5,13,17,39,21,0,21,26,26,1,1,1,0.3447392876238,0.55864522069744,0.896470588235294,133.591333804001,-0.045,-0.298461538461538,0.00218253968253967,-0.248717948717949
42,H,365,1,662244,1962,LR,14,10,6,25,10,0,15,14,74,15,4,0,32,174,1290,10,5,8,0.509411006597803,0.78410035201108,0.885294117647059,165.845364106325,0.232380952380952,0.497142857142857,6.74573412698413,1.48325123152709
43,F,482,38,1271078,1976,LREM,15,7,5,23,9,0,3,4,33,19,4,0,7,1,18,4,2,1,0.509411006597803,0.78410035201108,0.885294117647059,160.10960981775,1.31666666666667,0.892857142857143,1.35912698412698,3.57738095238095
44,H,68,60,829695,1967,LR,13,5,6,12,0,0,12,8,24,4,0,0,27,0,131,7,7,31,0.584143642727381,1.14755609564492,0.855882352941176,260.004253435455,0.378021978021978,1.87619047619048,0.95699362366029,1.87619047619048
45,F,661,13,2048395,1979,LREM,15,3,1,35,4,0,8,3,1,10,0,0,42,19,33,0,0,0,0.386057486809591,0.872598761103319,0.83,221.624529690115,-0.952083333333333,-0.777777777777778,-0.80452380952381,-0.399122807017544
47,H,253,50,491365,1966,LR,14,14,7,18,8,0,56,128,30,130,40,0,36,27,294,15,23,17,0.298311731950845,0.675793010752688,0.895294117647059,129.978601844085,-0.566190476190476,-0.705298913043478,0.722619047619048,1.06039905394525
48,H,397,67,1147474,1967,MODEM,15,18,6,35,30,5,629,202,172,203,14,0,104,0,6,3,2,16,0.926480683150818,0.716473002659267,0.885882352941176,163.153004788172,0.229928079339844,0.87029702970297,0.0345554507319212,0.87029702970297
49,H,42,77,1432475,1974,LREM,13,8,5,21,11,0,6,0,0,2,3,0,3,1,3,1,0,1,1.02830887227349,1.0399977500914,0.871176470588235,293.207159494076,-0.723076923076923,-0.791666666666667,-0.602564102564103,-0.09375
