id,genre,distance,dept,population,naissance,groupe,pc_2019,pc_2020,ih_2019,ih_2020,ic_2019,ic_2020,sp_2019,sp_2020,qe_2019,qe_2020,ap_2019,ap_2020,tor
527,H,11,94,1418572,1953,LREM,34,15,0,0,138,0,20,13,0,0,0,0,0.670052702578345
528,H,379,68,763801,1959,MODEM,73,22,128,46,120,69,23,15,24,10,141,41,0.552756977921241
529,F,32,95,1260042,1985,LREM,37,8,163,7,229,0,23,10,0,0,287,1,0.670052702578345
531,F,499,33,1654445,1959,MODEM,31,17,42,7,44,84,20,13,2,19,61,43,0.150776358147393
532,F,42,77,1432475,1979,LREM,31,5,4,1,25,1,17,8,8,10,48,13,0.670052702578345
533,F,9,93,1669340,1949,GDR,23,9,35,45,57,17,19,17,7,20,70,89,0.670052702578345
534,H,499,33,1654445,1969,LFI,25,6,108,90,60,0,22,13,12,22,126,50,0.150776358147393
535,H,26,91,1315456,1973,NI,19,15,2,41,145,0,13,11,3,4,7,66,0.670052702578345
536,F,6789,971,375693,1975,MODEM,42,5,26,13,243,3,12,7,15,7,44,21,0.279452856411382
538,H,392,69,1892753,1957,LR,39,23,58,24,51,1,20,16,35,29,129,75,0.324581145286322
539,F,11,92,1633100,1979,LREM,44,28,16,20,40,22,23,14,4,0,15,37,0.670052702578345
540,F,477,26,523122,1985,LREM,22,11,13,0,25,2,11,9,7,5,9,2,0.324581145286322
541,F,454,73,437659,1980,LR,34,22,70,34,22,7,20,15,36,23,194,115,0.324581145286322
542,H,18,78,1452910,1960,LR,36,2,11,1,13,0,19,6,1,6,48,5,0.670052702578345
544,F,392,69,1892753,1965,LREM,38,14,4,2,26,0,17,11,7,10,4,1,0.324581145286322
545,F,347,63,669477,1968,LREM,25,14,2,1,9,6,18,12,2,1,0,0,0.324581145286322
546,F,485,29,914301,1967,LREM,39,24,20,3,37,4,19,17,3,0,20,2,0.169444376715242
548,F,343,44,1458768,1971,LREM,7,9,2,0,0,0,9,9,0,1,2,2,0.221624069339017
549,F,399,17,652474,1956,MODEM,31,14,5,17,25,1,19,12,12,11,31,43,0.150776358147393
550,H,281,54,729737,1972,LREM,44,22,14,2,18,1,22,13,11,14,11,2,0.552756977921241
551,H,311,88,358823,1969,LR,36,18,28,72,22,2,20,18,33,27,62,134,0.552756977921241
552,H,32,95,1260042,1968,LREM,21,6,32,10,24,0,20,12,3,0,49,12,0.670052702578345
553,H,147,51,561705,1952,LT,65,38,148,303,377,111,21,22,3,2,200,99,0.552756977921241
554,H,352,79,374350,1964,LREM,16,18,5,5,6,0,17,9,51,10,0,20,0.150776358147393
555,F,162,62,1455018,1952,MODEM,37,26,10,9,41,0,20,13,1,3,6,6,0.379909828123325
556,F,454,73,437659,1993,LREM,22,8,21,2,26,2,15,8,25,23,74,10,0.324581145286322
557,F,281,57,1038440,1963,LREM,41,10,2,1,27,7,18,11,4,4,0,0,0.552756977921241
558,H,11,94,1418572,1967,LREM,6,6,7,10,0,0,15,9,0,2,4,22,0.670052702578345
560,F,265,49,819528,1981,LREM,24,25,18,268,12,1,22,20,7,1,1,0,0.221624069339017
561,F,204,59,2598299,1961,UDI,43,15,36,56,56,5,22,10,8,23,57,77,0.379909828123325
562,F,482,38,1271078,1975,LREM,84,28,137,161,146,23,23,21,4,2,99,11,0.324581145286322
564,H,399,17,652474,1964,LREM,15,12,4,2,7,2,20,9,8,27,0,7,0.150776358147393
565,H,78,28,428178,1971,LR,26,12,97,17,73,7,21,14,2,0,74,17,0.284554287664887
566,H,204,59,2598299,1964,LREM,23,8,7,1,6,0,14,10,2,2,0,7,0.379909828123325
567,F,206,55,179019,1971,NI,46,25,34,121,64,1,23,20,11,9,36,82,0.552756977921241
568,F,588,31,1424915,1961,LREM,41,18,8,28,59,16,18,10,1,2,0,23,0.177860462273925
569,H,501,12,279210,1969,LREM,26,14,12,5,12,3,20,12,11,7,20,11,0.177860462273925
570,H,397,67,1147474,1964,LR,54,23,209,172,287,3,23,21,30,37,715,477,0.552756977921241
571,F,477,26,523122,1963,LREM,31,17,5,15,23,4,19,15,5,1,18,7,0.324581145286322
572,F,661,13,2048395,1983,LREM,20,8,0,2,4,4,12,10,4,0,10,0,0.274464560017555
573,H,339,71,547181,1966,LREM,38,25,98,22,165,4,23,21,11,2,91,11,0.372406088535121
575,H,686,6,1089270,1970,LR,28,13,12,42,18,0,21,12,15,22,74,97,0.274464560017555
580,H,594,40,416825,1976,MODEM,17,8,11,4,14,0,18,10,7,17,43,2,0.150776358147393
585,F,90,27,595037,1970,LREM,33,19,1,1,29,0,20,11,12,21,8,3,0.187244440787068
586,F,577,84,560719,1964,NI,20,10,19,4,15,2,17,11,36,36,390,315,0.274464560017555
587,F,489,7,327775,1958,SOC,40,37,84,42,52,40,23,11,8,3,54,53,0.324581145286322
588,H,32,95,1260042,1975,LR,7,19,5,100,1,2,16,15,2,5,0,31,0.670052702578345
590,F,6856,972,354824,1971,GDR,8,5,8,8,4,2,7,7,12,10,8,29,0.243582147499198
593,F,185,72,562177,1962,SOC,30,13,32,29,22,23,21,9,28,34,15,27,0.221624069339017
594,H,42,77,1432475,1969,LR,31,19,9,17,19,0,20,13,12,17,27,37,0.670052702578345
595,H,9365,974,857809,1950,LR,12,4,0,0,4,1,9,5,0,0,1,2,0.0996163974274573
597,F,11,92,1633100,1965,LREM,96,29,19,18,45,35,26,14,6,17,23,30,0.670052702578345
599,F,42,77,1633100,1961,AE,38,27,27,58,18,10,22,19,16,13,12,61,0.670052702578345
600,H,160,41,326375,1965,MODEM,28,19,20,4,13,0,21,12,2,2,11,19,0.284554287664887
601,H,26,91,1315456,1948,LREM,58,17,5,12,6,0,23,12,1,0,9,19,0.670052702578345
602,H,160,41,326375,1974,UDI,32,14,184,185,86,0,21,18,27,21,115,126,0.284554287664887
603,F,11,92,1633100,1971,LREM,95,27,4,15,31,5,25,13,1,0,2,3,0.670052702578345
604,F,26,91,1315456,1975,LREM,24,34,6,11,4,5,14,17,1,6,0,3,0.670052702578345
